sector,log_market_cap,market_cap_quintile,book_to_market,momentum,volatility,analyst_coverage,institutional_ownership,analyst_revision,earnings_surprise,stock_return,true_cate
Healthcare,26.21247140130569,Q5_Large,1.3296928345950045,-0.2260758525105654,0.34160168984924505,13,0.7018613937797273,1.216040150135628,-0.6578464421246047,-0.05654229065818354,0.014
Technology,22.390377475423076,Q2,0.4510933729726193,-0.03541055073023629,0.49433221896879503,7,0.32306523394911063,0.06561234948312042,-0.39516874609289016,-0.03323873407469677,0.03926735767203847
Financials,22.231635906392693,Q2,0.9009464370745437,0.22681441543621012,0.4727931766920794,3,0.45443556784377315,1.501540424104532,0.7031545210388023,0.017740776381700345,0.020766110736986303
Consumer Discretionary,21.779340907628182,Q2,0.4779982035589227,0.22873811454420045,0.34677680646462267,4,0.2962871576483509,0.11101565716624362,0.991042202831936,0.03085190322216405,0.031103295461859096
Consumer Staples,23.923969133863242,Q4,0.6493709798748964,-0.10114345704697698,0.2637983068642985,10,0.46876422631920694,0.6454893313593033,-0.7761030826718387,-0.04975372672741106,0.008152061732273517
Financials,24.693458439081336,Q5_Large,0.9437461277742623,0.1204155965948884,0.2237036932142843,10,0.3690304504251491,0.7673483923866519,-0.14456100935633803,-0.008593940128278016,0.011903549619307187
Consumer Discretionary,22.829078813517686,Q3,0.45953809752572333,0.629711963370583,0.26364890473132296,6,0.4027184078620558,-0.7548998677085356,-1.0263456668543578,-0.051417421485611896,0.025854605932411567
Financials,21.739765284556206,Q2,1.1028888126461966,0.07560051768609047,0.3652568697501487,6,0.5738088966793793,-0.9320312022506368,-0.32708540312041035,0.035327263271180284,0.022536844975597655
Consumer Discretionary,21.76327817646314,Q2,0.33413214308719635,-0.09329673653561134,0.20313074334487005,8,0.4304507436673902,-0.48653801331903845,0.0977702500380488,0.04289784915339247,0.031183609117684308
Consumer Staples,23.975889181737053,Q4,0.7237970131640515,0.03655940265945994,0.3908908581660457,3,0.4272018949037262,0.968395970862665,0.6829036537734954,-0.028600739079893113,0.008048221636525896
Technology,24.114881256805162,Q4,1.0550454363940311,0.10304427688170827,0.5559792621603988,10,0.3048273459182641,0.43006249769040117,-1.1167952572334534,-0.05550127374793311,0.027195831202363865
Industrials,23.81473140245779,Q4,0.9012455707791664,0.042207904827362655,0.2925740117847126,9,0.3951174984994784,0.00599995210511825,0.3882953771893677,-0.007425918590514769,0.016741074390168833
Utilities,22.00173543906696,Q2,1.9152859373727207,0.07216132483087455,0.13867262360600335,7,0.23923445862388748,0.912539193671834,-0.014595523408798772,0.016197465316671864,0.009597223297492866
Healthcare,23.34824198460008,Q4,0.38363504176739616,-0.2808616992342099,0.13863063044203044,5,0.45566247451570474,-1.5724677515765109,-1.1523959698624788,-0.028077033585985386,0.026049844886239557
Technology,23.175028713711093,Q3,0.26514205213911823,-0.16065761877148782,0.39318786620538904,4,0.44968833824320587,-1.0337818851409106,-0.236732437451944,0.001045252861514967,0.03377479900402235
Consumer Staples,23.328032895093518,Q3,0.3340044158125844,0.04266619073212562,0.29283045852474676,3,0.3485971133105113,-1.923140018885312,-0.09200835473069285,0.011371543428818583,0.009343934209812964
Financials,24.307143166922284,Q5_Large,0.9014646404989166,0.038683007494390825,0.4052197075276863,15,0.5524960620268166,1.235813638811386,0.2855883321032279,0.04539508524903643,0.013294284599079777
Financials,23.335393323162023,Q3,0.8177110540506346,-0.061547318715000146,0.23596389010087804,11,0.5189974734002396,-0.022611714769032315,-0.571407200594701,-0.007493546757968697,0.016792584036616716
Consumer Discretionary,24.018370344607842,Q4,0.6449090343088985,0.035746603480890767,0.39967482570477975,6,0.39533206673675214,0.9838568125719803,0.17119505083832343,-0.040527329770734304,0.01990814827696079
Technology,23.101368604233336,Q3,0.30919775299134467,0.09525371385355134,0.2810040991860329,3,0.418578484250114,-0.04808220280852282,-0.40334421811476,-0.06032331058989649,0.03429041977036665
Healthcare,23.433679098034975,Q4,0.9609051021007693,0.30235336413113134,0.2120995133611261,7,0.3098278601665893,0.9657534272547897,0.7484461393513863,0.07540550592994476,0.025571397051004138
Technology,23.94693233875781,Q4,0.2908862834838828,0.055197066193487285,0.25188018254371386,9,0.3517205940454974,0.099024028051006,0.6568115043784292,0.029209997133687313,0.028371473628695323
Energy,20.8142662702165,Q1_Small,1.2157604301152076,0.1797758013245633,0.15635347734921162,4,0.20848455400797272,-0.07326244561347844,0.9808484855148191,0.04954879709206164,0.0201200544433938
Industrials,22.520493175464047,Q2,3.3684848837734203,-0.05540007535848025,0.5387231470297933,5,0.3025761645371811,0.1038294126701283,0.39089125278727604,0.037566986927127156,0.021918027298143815
Financials,22.294441018560807,Q2,0.7556860158241054,0.22302393089962047,0.2884341823729815,3,0.33544993394563527,0.173658821802459,0.9113186929755615,0.035168076522531955,0.020540012333181094
Consumer Staples,22.041683227634987,Q2,0.860591686620301,0.17393257440308918,0.3773416906418635,7,0.17479693988719508,1.1909129365738875,-0.07504966158243143,0.023777373476917933,0.011916633544730026
Consumer Discretionary,22.587286623159976,Q3,0.45125808105632453,0.29645425079495485,0.23557570405550407,5,0.4094271299628118,-1.3227914358015505,0.9029311512503376,0.023539358737869623,0.02706356688420012
Technology,25.242411966851595,Q5_Large,0.20471674384753685,0.25836511561112196,0.17376866136242122,5,0.5070610663896593,0.4454487317943653,-0.6353719957365841,0.010763745032223607,0.019303116232038835
Technology,21.701253326460137,Q2,0.42247220648417955,0.22718390572028652,0.2719343386898478,2,0.33323329303827026,-0.05592278222149191,-1.0160902575537447,-0.04640804777280651,0.044091226714779046
Materials,24.45241753188722,Q5_Large,0.31482537950003614,0.05539564783555494,0.4321431040055038,7,0.1193241447938938,0.34019224716880797,0.8220226666171401,-0.027866711397555113,0.011352263897960893
Energy,20.475695342576294,Q1_Small,0.2545640649849276,0.14123480676111705,0.23751218503220595,5,0.2842146304100161,-0.794922146575229,-0.30055296502390527,-0.03717864441761373,0.021068053040786378
Financials,22.497672455021338,Q2,1.7047457258199565,0.3458772321128816,0.19553616327247014,5,0.21061482786367874,-0.45906309010132434,0.2653835223166134,0.015982754912417962,0.019808379161923184
Financials,23.24412959765751,Q3,0.7144212610284716,-0.0830186423506986,0.3186557093242972,8,0.303920688699475,1.2562339153900923,-0.24193369690630168,0.03252961693025678,0.017121133448432968
Financials,23.879333497038917,Q4,0.761711463649772,-0.0771019446742164,0.35988271208612926,6,0.5227803000036308,0.10386943963216722,1.4349526764342502,0.0026597311774612803,0.014834399410659895
Industrials,24.066839869689282,Q4,0.5038818721092959,0.1253578494875905,0.497141780262382,11,0.13788948910683213,2.1887967709532736,1.650208475899257,-0.021043464735491183,0.01573264052124287
Materials,24.190020852799886,Q5_Large,0.546772400784068,0.18381992256636337,0.34245005740469936,4,0.3021641645672619,0.6973881441731289,1.0815960312193553,0.01837526944565828,0.012191933271040364
Utilities,22.476912391627344,Q2,1.081912609220065,-0.12602662481600113,0.3772791214237482,3,0.4324952090180362,-0.36154729925827944,0.09705855827492416,-0.014018799287498383,0.008836940173396248
Materials,22.306472311003148,Q2,0.5948760162399489,0.06130935914667291,0.3863130284304386,3,0.27593683426519683,0.31569940640167177,0.8071309803821263,0.06771475662639395,0.018219288604789927
Technology,24.28696382188573,Q5_Large,0.833948493282042,0.05650030644280381,0.16163815416808436,6,0.30789625872052206,0.35583912201587753,0.051045163028542354,0.029915234047208215,0.025991253246799885
Energy,22.71304351267758,Q3,0.5392356642324699,-0.47382002890086766,0.1844001515436547,3,0.5575014871143044,0.9214441103068542,0.9003170372109206,-0.029468896003799455,0.014803478164502778
Materials,21.086470514993117,Q1_Small,0.4939644467928077,0.02510150268531007,0.16993244524732196,2,0.35956814964091477,-1.3118634519766996,-0.32505840974853545,0.0030397554709597962,0.022123294352022024
Financials,21.30006917899478,Q1_Small,0.26076165206707974,0.04067054178788343,0.14014250931700253,1,0.41943162468309314,-1.7728008425751312,0.7108186689973236,0.008073874999455177,0.024119750955618795
Energy,21.620821570997585,Q1_Small,0.1851388050960023,0.039926764294245215,0.3954551849844484,2,0.38188340320737363,0.02093447544503102,-0.11464545206870877,-0.027962139306801824,0.017861699601206763
Technology,23.745741116080644,Q4,0.518436804235325,0.43397856864431705,0.3348060109996506,10,0.39108456148149073,0.9045006553937444,0.12507560324759867,0.006841646769622039,0.029779812187435493
Consumer Staples,23.21363860410585,Q3,0.6274432911031401,-0.22394957462721882,0.3095395275709739,9,0.4906752630793293,0.22666216559007019,-0.1881382660218584,0.01897566461815121,0.009572722791788302
Materials,24.03572803110165,Q4,0.28036077528751563,-0.12615564280115316,0.011125981848272237,13,0.5712492210687616,0.7198946208353727,0.27212092080479466,-0.005400605063730565,0.012685670300474716
Utilities,22.3591210304952,Q2,0.5941134889557891,-0.5730489495798335,0.5466572230342341,4,0.17883072814883944,0.17756390635927496,-0.18296993438731407,-0.02519056624059196,0.009025406351207682
Energy,23.23780953661507,Q3,0.6264110699011568,-0.04022916654353517,0.1926873595015733,8,0.36122445511359674,-1.1448040822494294,0.07533227300664172,-0.06489835531866403,0.0133341332974778
Utilities,23.938385590951004,Q4,0.16635939452919027,-0.018910888531500233,0.5462175307126749,7,0.37444783697917733,0.4088867035291145,-0.2526661880426474,-0.03066515327225025,0.006498583054478394
Industrials,22.535980190419643,Q2,0.35026166284575544,-0.04749429408356405,0.12609102232184208,7,0.30779188027716803,0.9511217101243609,0.8198782775513158,0.03828300273538065,0.02185607923832143
Consumer Staples,23.685162856336117,Q4,0.7744194216232968,0.35691933487094,0.20251186097321555,12,0.4718093200740661,0.3458300020904628,1.1396616418419991,-0.024185254679901767,0.008629674287327766
Financials,22.007111088400023,Q2,0.7650877373675684,0.2951543805842408,0.03565807409884442,3,0.3658309900199062,-1.1875134621669992,0.0006955580439382408,0.05565188387165331,0.021574400081759912
Communication Services,22.455419230152394,Q2,0.30355121042802335,0.09946418106682603,0.34345499711312366,4,0.5416556710473258,-0.3561090122320348,1.3535030921891718,0.021526131074240028,0.024396155387329463
Materials,22.427393159002506,Q2,0.667022720652327,-0.012653263384965557,0.1678491815026521,16,0.4585745041096604,0.3283533628940908,0.9676457908593993,0.029999342507418942,0.01783234189119198
Communication Services,21.20624053161644,Q1_Small,1.1201295353886274,0.336547417026716,0.17123998150819747,6,0.46059505441121107,1.1450618159670736,1.9553437457638607,0.07077787750179604,0.02989254166088766
Technology,23.730458721178373,Q4,0.9668071597096868,0.07506053504103709,0.1352982939390723,6,0.25469275242494405,-1.4039730136979376,-0.31983057349120303,-0.04370099746562424,0.029886788951751394
Industrials,22.295896489695913,Q2,0.5728270317155642,-0.12456750972961446,0.39328260752854355,3,0.26530933739221296,0.12325149127497576,-0.8649472254716023,-0.0038096368597509544,0.02281641404121635
Utilities,23.01874117809153,Q3,0.45804594285215994,-0.3490621693711379,0.3853756381881056,9,0.2880056780748533,-0.8118302435600162,-0.6177906347540056,-0.02989912410841073,0.00797001411505355
Utilities,23.721119988358865,Q4,0.41577680439475073,-0.030328623473920666,0.5174440669294542,7,0.5067342799922222,0.5443399500479894,-0.24686927302603068,-0.03263555804971226,0.0068462080186258165
Utilities,23.669796764044918,Q4,0.8030742285598766,0.26866090429315215,0.21771520547124318,6,0.2766783066677174,0.6579565408504477,-0.31515196700805004,-0.06945636274369628,0.006928325177528132
Utilities,23.998077663459178,Q4,0.6818554347507407,0.6491346723857724,0.32625832452561604,7,0.2861681183481074,0.142924693865473,-1.1579198189329973,0.03965291218997844,0.006403075738465316
Financials,22.852271773235863,Q3,0.8848318992743532,0.09540258654736898,0.1452797763117658,8,0.24490989372466165,0.4948142337896869,0.9015641439725102,0.023781645884159257,0.01853182161635089
Communication Services,22.36505253193377,Q2,0.6564716878085259,-0.11133887878007608,0.2597953172717618,2,0.6226037725265507,0.7626593038181109,-0.8194622971362469,0.017957535605676513,0.024793768859491406
Industrials,22.8804226836404,Q3,0.9912964671635254,-0.21624130207105347,0.23773856240625868,6,0.3433852627061956,-0.19882108802497475,0.5995744881157303,0.031441129697509576,0.020478309265438397
Consumer Staples,20.468998349062957,Q1_Small,0.6419502437610849,0.2179887240763997,0.3557339948994505,1,0.36236876863716555,-1.532330799104115,1.2773535164460013,0.07511657981425748,0.015062003301874086
Energy,20.82933129136537,Q1_Small,0.9712350496437029,-0.3611540130960671,0.4220426167701829,2,0.20252489402778717,0.6340937125160523,-0.07561909291349067,-0.009107161497958632,0.02007787238417696
Energy,21.015950581468395,Q1_Small,1.022748552188569,0.21758627535122205,0.41892800289977994,3,0.41624485162136576,0.30966325859670535,0.6512087613268693,-0.007849285755369084,0.019555338371888494
Energy,21.504129758597777,Q1_Small,0.37429314510893946,0.28442790156572806,0.1988625273338867,5,0.15271593264770683,0.20871667734921473,0.07695858715803525,0.04068028226375488,0.018188436675926224
Communication Services,23.599661340085156,Q4,0.20497107074427873,0.189069863308216,0.4198161485547599,8,0.27409295228165875,-0.3950270786163276,0.42284293671060236,0.010365091665539955,0.019361490103625312
Consumer Staples,21.64178141695991,Q2,1.531267331241635,0.025084582015360644,0.29470978354706434,4,0.2596982383919982,0.521721899230344,-0.28298597844160245,-0.001955329604431781,0.012716437166080183
Energy,22.432756168940916,Q2,0.707509118242419,0.22123516338670363,0.2610483724923582,8,0.3705422772296457,1.5647387810962738,0.5187799565026253,0.041135405118395564,0.015588282726965436
Energy,24.948842446679098,Q5_Large,0.21681918160389943,0.12273459278207499,0.21497862158172978,8,0.3196686175248627,0.3172671436932296,0.6406206051322645,0.00450257583230928,0.008543241149298527
Technology,22.46560404340786,Q2,0.3952283031733992,-0.11453096046514795,0.23280770467661374,5,0.501711890977724,-0.05419122357904782,0.04554572485821284,0.02382346680520554,0.038740771696144975
Technology,24.10627335270063,Q4,0.9637961931881593,0.5426030805937564,0.5090776615435479,10,0.432447787496655,-0.5223772362982197,-0.9789519046378299,-0.05183362178343133,0.027256086531095593
Materials,21.599573479985185,Q1_Small,0.5128324482906456,-0.007919844902629078,0.3368892919792828,1,0.2630311269912754,-0.8573028742242035,0.7095637949254007,0.05369725002671083,0.02048136486404741
Consumer Discretionary,22.691843663198554,Q3,0.44608897488914057,0.27393807511247736,0.32095342170014457,6,0.4535985809708212,-0.866499161444167,-0.8440458614743077,-0.01398380689594252,0.026540781684007232
Industrials,21.57496691763413,Q1_Small,1.4056911677787665,-0.5246535706739287,0.26853037697556636,7,0.2921708812253768,-0.28527930669071955,0.18263585128675078,0.042003745294192305,0.02570013232946349
Utilities,22.491450386149157,Q2,0.3235594897469614,0.39911772069523227,0.5935174333725635,2,0.2907853439989719,-0.2945095408110092,0.42131777574285173,0.04187565859403711,0.008813679382161349
Financials,24.260462206186094,Q5_Large,0.3757271685065064,0.44719093616364547,0.456601258661571,12,0.4747908088732513,0.6397708338000818,0.2819875199228065,0.02457608608249204,0.01346233605773006
Consumer Discretionary,20.409019365211478,Q1_Small,0.688549467639485,0.08745844678165955,0.21347254622414485,2,0.06289792971540975,-1.214225107527386,1.5656770807062292,0.07703736959070742,0.037954903173942615
Technology,23.651635465318787,Q4,0.7666483626919285,0.2196927586844396,0.26716619343544507,10,0.4465144159792466,0.040220404987996006,0.5524246796925955,0.041187158142591065,0.030438551742768497
Materials,23.35660340349842,Q4,0.8169362803465584,0.21962879540189068,0.27429065479549075,2,0.2958225886486025,-0.6475825402536317,-0.19506119348619838,0.03521822168067633,0.014858869108805062
Energy,22.108775066454808,Q2,1.0478524947845569,-0.08069589241018106,0.31750463739391194,3,0.27071477096385893,-0.04432690303283532,0.5304093494817921,0.03479026755495887,0.01649542981392654
Healthcare,20.83091321841732,Q1_Small,0.6832784419547123,0.21678057635983505,0.21585288088422777,6,0.5124319578606187,-1.6963206810017695,0.05568660049546664,0.03033661908060542,0.040146885976863014
Energy,23.108194261570805,Q3,0.8135323093522241,-0.12215761746813884,0.3526579828034036,10,0.3090426080544351,0.11846997494436493,0.14470852344359772,0.02234662417044754,0.013697056067601745
Healthcare,22.205760936404296,Q2,0.5191691386325048,-0.07218923091133152,0.47425057584471775,5,0.43970668200432506,-0.3962698819306109,0.17039529100530193,-0.006270089369969105,0.03244773875613594
Materials,23.349014317032054,Q4,0.6297823357793325,0.3617357858030747,0.14236462691950041,5,0.3949047592571434,0.28692129170501757,-0.06541613463164364,0.05254875062096611,0.014883154185497427
Financials,23.032778218285163,Q3,0.6469543832643605,0.3236644226750507,0.16462239154895195,4,0.39895466690066056,-1.2505248104142914,-0.04297082297014709,-0.04185380193737441,0.017881998414173414
Financials,25.402668336981375,Q5_Large,0.6900845735714395,-0.09659387552894814,0.24202097336432316,8,0.38299914095691934,0.984987431438886,-0.2117260251488124,-0.016234054048046065,0.009350393986867048
Communication Services,22.640966558790463,Q3,0.964181122653209,-0.10339408587526015,0.24758453278706044,10,0.3225477809415195,-0.3314798194918185,-1.0613242969956727,-0.033070948864819524,0.02357974714132196
Materials,21.464753761067204,Q1_Small,0.8462735801729753,-0.08139915061441803,0.5398159049695117,7,0.48209391423753334,-0.14963890561995571,0.8835919965918506,0.009217735589865717,0.02091278796458495
Utilities,23.268913452434475,Q3,0.6228373945094112,0.2631598916163727,0.42020510640178066,8,0.4584242760275127,-1.3896447400516,-0.571665764262985,0.00942678010591497,0.00756973847610484
Utilities,23.329995025957647,Q3,0.3732616648413047,-0.1699961952025993,0.41331868225419166,6,0.31663180465904806,-0.9621868548361386,-0.1700530005742214,-0.0411251420108059,0.007472007958467765
Energy,25.038781362860654,Q5_Large,0.6316642694781154,0.16917815975898814,0.2682761167783919,5,0.2961880131882702,0.1294685756345358,-0.5141761772244193,0.0519870832304669,0.008291412183990172
Healthcare,24.252666868871867,Q5_Large,0.5964196965271482,0.26671170265857364,0.2656423911855823,8,0.3266059640393708,1.4042758251142022,-0.06463723729265053,-0.04309968097088148,0.020985065534317546
Consumer Discretionary,23.535306588724264,Q4,0.6810694115478676,0.057938637426724976,0.12579535034815215,11,0.4688556587795638,0.5404661239742736,-0.4024027091174765,-0.036125450929612175,0.02232346705637868
Consumer Staples,25.194954336829344,Q5_Large,2.2794066874155177,0.33251592421623194,0.3938088273657381,16,0.5217682642032276,0.6093940853214646,0.8725846745880433,-0.024646072231600903,0.005610091326341311
Consumer Staples,21.216855418515724,Q1_Small,0.4429653772758736,0.00392245762755189,0.35892655257705425,3,0.37983146857190764,-1.0952909575302257,0.663459378826617,0.027404613841093627,0.013566289162968552
Materials,22.040372700875377,Q2,0.7814324348964958,0.0265360997515214,0.454319683761394,3,0.17913036089666576,-1.071630199553611,-0.07764960198469245,0.03669371569074085,0.019070807357198797
Communication Services,21.610136087891714,Q1_Small,1.151513587858443,-0.16431155778296413,0.27470043439725994,4,0.40758062981070564,-0.08951094120587849,-0.1128319566402105,0.02337012604455909,0.028115401213276454
Communication Services,22.415285295266347,Q2,0.6432647796618444,0.33429433690505134,0.28298650245595236,4,0.47866352626561726,0.5104673649842206,-0.6887177066668957,0.040219051615471346,0.024572744700828073
Consumer Discretionary,20.934970778665537,Q1_Small,2.4662704530625716,-0.11163011174471758,0.32040546342727627,3,0.3360550701411144,-0.26815258544223014,0.8430042360619345,0.02727173945366108,0.03532514610667231
Materials,23.952726420221605,Q4,0.48344217156415364,0.1674429544287648,0.40702770906085145,8,0.5770348339645988,1.5916796414002579,0.006194449421452364,0.017731313204218724,0.012951275455290864
Materials,22.66666595435184,Q3,0.7367206711235331,0.062170983218516315,0.12357412534830253,7,0.22123625349614764,-0.6002019910748819,-0.6651459391765985,-0.013633558870339367,0.01706666894607412
Healthcare,20.793790558246013,Q1_Small,0.3755801255437533,-0.18319576577791563,0.38832673604860496,2,0.38435656320961775,-0.3343850888864229,0.14808524745268195,0.023786674215540975,0.04035477287382233
Consumer Staples,21.47663137818869,Q1_Small,0.4911946268236463,-0.07227578595583019,0.2975405325392603,3,0.22751049171747378,-1.67366866083575,-0.42876843884378185,0.037134859069343974,0.013046737243622625
Industrials,23.470270771175294,Q4,0.7042374774643607,0.4257180597601835,0.17296352784555644,7,0.4752596062698808,0.34803418272088105,-0.681931867762638,-0.05418149569777786,0.018118916915298825
Consumer Discretionary,24.25718985184157,Q5_Large,1.0078127992624912,0.13041438565862012,0.04984730968151202,12,0.4464298826109342,1.4530194181842755,-0.39452469942696944,0.05255369886241957,0.01871405074079215
Industrials,25.99509633753768,Q5_Large,0.7345162941688682,-0.17228758534171046,0.2836231545745976,11,0.6000375084270264,-0.2686453556502971,-0.0739321143858522,-0.02530599295162997,0.01
Consumer Discretionary,27.370793699010996,Q5_Large,1.2910668726095198,0.15633207183717296,0.4737255579928884,14,0.49738673305104225,1.5791303877392813,-0.2150247505682172,-0.07274092772325229,0.0125
Consumer Discretionary,23.621614149913995,Q4,0.5729371888403292,0.04347149210136372,0.5009621600089674,6,0.3320316811922388,1.2858489254954717,0.6423958705041526,-0.010143721282613866,0.02189192925043003
Energy,21.515692819952204,Q1_Small,0.49693247967303533,0.9435116005610453,0.34264514528041157,7,0.2812068351569413,-0.6599293357625352,0.3346304787656733,0.03849746300025865,0.01815606010413383
Consumer Staples,19.801930578903036,Q1_Small,3.072191235132581,0.1512809603355681,0.5354406796610697,1,0.27102088747678466,-0.23580593688986806,1.2060839192662876,0.035219413387027276,0.016396138842193927
Industrials,23.401567193515753,Q4,0.7683903472300002,-0.015156211766591127,0.2948470700451906,5,0.3169589397477298,1.3409875921967198,-0.11513143282493915,-0.06410067201000308,0.018393731225936988
Financials,21.78058835703451,Q2,0.3938879001364549,0.4350069794467761,0.41439642619713374,4,0.4703226642254188,0.027499197119891516,0.3981170246726723,0.028712551650545082,0.022389881914675763
Materials,22.376964109730473,Q2,0.399893004122825,-0.38025904182321135,0.2458522933312287,9,0.4751031098707817,0.42871301159075936,0.5580914732300986,-0.013604000308151268,0.017993714848862488
Financials,22.081854801410287,Q2,0.34451834160266126,0.10358003909527436,0.23824813928590216,7,0.19198035153397067,-1.5820725194332934,-0.5941786665262372,0.015460146745723052,0.021305322714922963
