,AAPL,MSFT,GOOGL,NVDA,JPM,BRK-B,JNJ,UNH,AMZN,XOM
2018-01-29,98.06789202052563,108.36474926365204,106.03916456981656,105.27105599561462,107.65983970094068,101.34912825093178,107.38723941921135,96.35239949547618,84.50463240789107,103.89553208420477
2018-01-30,97.74823625046876,109.00575581320217,105.39419223270028,102.00178257168622,106.35560998462435,101.93689064807884,107.1613737789885,96.26716161558953,83.07714168540984,101.79728376102734
2018-01-31,97.9349713847576,109.40651247951794,108.94322807247121,102.24117728998068,102.98611701798627,103.22646813633862,108.21019552968278,95.9046088217219,78.58716711636866,98.37711714343487
2018-02-01,95.57305850708377,110.70985676235424,107.52246619674246,98.92968533615128,105.44169285215013,101.43026862650142,108.21899981413847,95.74716318395602,80.66043320762031,98.67610186243088
2018-02-02,94.72769593641824,110.02683088968588,106.61141257772904,99.27125629456111,104.226315898132,102.56360067706898,107.92590321115318,94.9491988279586,81.80961905483784,99.07755527025687
2018-02-05,94.98133209827378,110.99382319374575,106.4082710576919,97.86705106446556,104.08326785501501,105.22715203410704,108.4915416153208,94.57966227913201,82.66332892796657,99.54761986844343
2018-02-06,93.13929888032702,110.61511238365011,107.93768172792633,106.1110084913186,102.81749058572342,104.78964567248153,108.77858479660549,97.09283488867956,81.76378900148119,98.08233098401341
2018-02-07,93.82584587342996,111.98461928217984,108.3599242712936,106.0724231644172,103.85230275612582,106.85170974865983,109.797854511566,96.04375132288736,82.47147812831797,99.15624374162493
2018-02-08,92.9037071778762,113.15089748161083,106.14306976387444,101.57379375434897,103.35235675103185,106.6097830536483,111.0820994750249,95.76794363751378,81.42456992200857,100.30842778090097
2018-02-09,92.49328212800104,111.57088980229312,105.27464381666911,101.2357691134872,101.53881973588639,105.18581000699668,111.4098745680153,95.36208177490553,81.78421240674353,98.3719590859095
2018-02-12,91.58251502938009,113.57148079999094,104.28482459187687,102.99735045580644,102.20107663976823,104.90273989335586,111.7235698266831,95.12595778225663,80.41675493709924,96.15300076564472
2018-02-13,94.69194571549635,112.6923385093789,104.20518472843892,108.6685182303762,100.22851616164341,106.05780242516292,111.96147782774813,94.78996814526027,82.79878784713722,96.17903709937768
2018-02-14,94.73735112625846,114.21204842135148,104.98708501587544,106.76487462493984,99.1097227306609,105.20616916167087,112.47235735949874,95.18445090560763,80.42092894485307,98.95865733782523
2018-02-15,93.0530286176008,114.95154236491929,105.76162096881363,101.66468988745775,96.29428458862773,104.61184751316507,112.5539798293572,93.21469092657986,82.35985670249754,101.67113215407333
2018-02-16,94.48067532648358,118.40713512819426,102.78096372916082,104.40743075291488,94.44851972057519,105.28014444805697,112.5802667942084,94.50071401385011,82.46461535718093,102.6052408597494
2018-02-19,92.534275524048,118.07020060720804,104.64008156895576,100.05388931560213,94.71849306645905,105.32400880281456,113.80182949702531,95.3173742301708,81.7491125541292,101.46008424111442
2018-02-20,92.94245980908721,117.50111094371402,105.1264750668504,98.77694091872532,92.20953207844458,105.98732979790739,115.36123450227052,93.89604963912144,82.05146948152586,102.915137307017
2018-02-21,89.84920079077749,117.54386713034461,107.59147832253224,98.066199974361,90.37041249610279,106.28268324334928,113.86481329208864,91.30773909579084,83.24111662008208,102.21235327509439
2018-02-22,87.83176107792804,117.06233974837264,108.43137943013178,97.93875850125272,90.4018061800776,106.83891690152198,113.90208360223122,90.24791714716969,85.46493848929919,101.0118929374385
2018-02-23,88.20052759952058,118.62581827786201,110.46031249046986,100.17732516572808,89.75742218147712,106.4154505716372,113.23942000767313,90.02956612118997,86.01827527378259,97.68487880024071
2018-02-26,89.42101586243655,115.72183049717808,111.36336139437051,98.13089674341275,92.30496332656759,106.70543787355469,112.956265946015,93.06346425225226,84.62780841953574,97.86920661160987
2018-02-27,89.75608674871481,113.89363685496944,113.90312199980166,97.37538564511448,94.71699919487168,105.75348728957682,113.38504054047924,93.76212471503898,84.76222148102383,96.92963471469211
2018-02-28,89.63747321091684,112.06940090488555,114.93913589206484,97.4185698352274,93.62012526042844,107.17710988799278,114.08368355202386,91.7091740518643,87.77000568085924,97.10343524956268
2018-03-01,89.22666685520299,113.83544162395542,114.81243855540089,97.9661095337152,94.38165618549604,106.53520828235068,113.99815590028797,90.97352193501332,90.08235049635579,93.67563192682026
2018-03-02,86.99222391487945,117.02214405248006,119.22585121818624,98.35621360129197,95.40309050029427,107.79582754659829,112.11746150625189,90.97029306489837,91.69189480826697,93.95213277447685
2018-03-05,85.95632653722241,116.90807059838212,121.03520537520298,99.80531810551899,94.65236396277564,107.58380547432705,111.19384972194104,91.31947168987368,93.13096913797216,90.44769109612939
2018-03-06,85.32196228025313,116.67576578276535,122.23914131095714,102.58510768865999,92.74601674217368,107.84465398256071,112.10325260265425,89.87633575964868,94.42074933742835,92.03582934570393
2018-03-07,86.99017977735897,116.88279913231871,119.77035404070917,103.95441048668839,92.76546931359564,107.34937939103706,109.45253056097293,89.78059691467446,96.56293516123912,92.82070995291414
2018-03-08,87.58182974395062,119.12093316061225,117.32835900529474,105.54441932744487,92.57871128290192,106.29669419226477,110.631178922868,89.02902136416787,95.7845324225362,92.43946910929215
2018-03-09,84.96113429890737,117.47251905860861,117.95126300926557,100.5031843706217,92.05629075020536,104.48404377054898,111.16745429380997,87.85531109210065,93.41278401802164,93.28775580542636
2018-03-12,85.5095163946671,117.99332173020724,118.29194991840046,100.75222583524845,92.65754086120721,103.41845369167413,112.49222775444898,88.19910252762642,93.58479910761271,91.88689883081993
2018-03-13,84.99164180414935,119.89970352046619,117.16674980098767,102.37680963235518,91.73338352860588,103.1211422050603,112.32223132864591,89.1198099899155,92.1993280158502,92.01679225693124
2018-03-14,84.04317025714441,120.93058745254541,117.49643648634505,104.8480925711392,90.31479935378648,103.38146500251366,110.32502787034457,90.12636028827723,90.42769112974857,93.20118320972853
2018-03-15,85.01579088864688,121.3734305884857,120.65413478421235,102.67805594900246,90.48582825324299,104.47993791039491,110.77101453371125,90.83859017931594,89.25293157991483,88.79255081232867
2018-03-16,86.63809344515386,123.38464034141406,122.09732565808986,100.65848935605572,91.00572767173335,104.05170849538095,112.0500236384886,90.32848424382507,93.59509699946992,88.19342864237098
2018-03-19,88.13619553496498,118.32136668012406,119.89679233520663,98.94299531425946,89.56779625295013,103.17064428608556,112.99454914160036,91.20322444839137,93.88646449042214,88.18603886570281
2018-03-20,86.90350360854809,119.67138700107607,119.73796851734777,100.71877087546328,90.76176659335513,101.72050183560388,112.3629300475854,91.61718770798608,94.58144897617385,87.93783501235775
2018-03-21,86.49285555805841,118.52435463501504,118.22888410792265,104.14552873405168,88.595557977481,102.25331089501537,112.47580466485785,91.83020945784753,92.47113907074501,90.00364403784263
2018-03-22,87.06214847012824,115.23325153453958,117.53936601626248,102.90932964621813,87.92199315492526,103.72883926020369,111.97524763012817,91.18310559414952,89.35244846442868,88.4487419543454
2018-03-23,88.63676025287619,116.2425173456342,116.80427995932811,105.9894210557283,87.64148653801219,105.10178936062712,111.19567435607219,90.67162866829811,88.02718775782749,87.61162338087064
2018-03-26,87.95385430421064,118.86416933327469,115.95212698928054,106.49748750085186,86.9051594958923,105.89737522183722,112.16332920527337,90.81371428837109,90.5009886236113,85.03087216389356
2018-03-27,87.72922110777867,118.68660398970596,113.64971198837456,106.17616158751544,86.26004905871326,106.62223706475629,111.01149473286638,93.70811223327247,91.12331521817885,87.10131567040663
2018-03-28,86.09562381841944,120.56179531407719,113.4691532657963,105.56580432754923,88.55974186903785,108.50413105719159,110.16617646917659,94.12418066257318,92.20937436809399,86.787803691371
2018-03-29,84.35861536773828,123.74501087117488,112.48837986330844,108.17425519462485,87.55484415048444,108.90991006600059,109.1248041047766,93.46150596357799,93.5555240495572,86.21417676450207
2018-03-30,85.63773460331939,126.41886051139734,107.27234275945612,109.38688431500157,90.60212785528157,109.6637774827827,107.72571923963659,92.545225556589,92.56539443448474,86.16645257684564
2018-04-02,87.77399714468022,129.8133098276116,110.99622315078503,117.62076767087086,91.18732120180277,109.35195588988267,107.89068101614954,92.03203230257635,95.07643622242927,87.05790836470257
2018-04-03,87.72549971676393,131.4273716681835,113.0499028633726,114.60780629107681,91.3384454763976,107.90262941452455,109.02758074844574,94.65161433077802,93.996536387816,87.55934460111165
2018-04-04,89.35620942434718,131.67173950021188,112.41157432504787,116.59745495777005,91.97823915741056,107.20280412742542,108.87596666109364,94.23651065031736,96.57973557621958,91.3126983455126
2018-04-05,89.99254692350407,128.47740548024808,112.50255441454715,114.77251497594887,95.29655679903361,107.23426202919752,107.46538065284138,95.37992327315168,97.44258979088073,91.99290894701203
2018-04-06,89.03819832766355,128.0662334541394,110.41950859288592,111.77243000524567,94.02906474454451,107.34137530886352,108.29026477684091,94.98953981854382,94.25362817022672,91.34626434016954
2018-04-09,89.67189089254548,126.46142692586105,113.58607849522093,111.83398599895793,92.61550421653641,109.48800830607269,109.93844735600746,95.36315757442544,92.98042475358704,90.56697822711716
2018-04-10,92.20397361195457,130.94745203341049,117.22983527153745,112.41917931560732,91.68650982203319,109.6200111362059,109.3397718643239,96.38034476933154,89.94447461046613,90.03307593812234
2018-04-11,92.21186185034894,130.67271193813104,117.58995411206033,123.35189948643274,91.76223937620308,110.97303907445601,108.9052941939893,95.74916528636189,91.99297462544058,87.95261664890499
2018-04-12,94.86017413036625,131.01420482087843,119.63772969830941,122.74807093388462,89.62767062644174,110.53009407680936,109.42782856896392,95.03921381248031,91.99925416717142,88.03186419027234
2018-04-13,90.64161697853251,132.24555667330804,120.04179558803526,118.56124046997051,89.68951277091519,110.22592742117521,111.03080696149163,97.10805209932596,88.25271591876708,89.14908871982612
2018-04-16,92.03122429425476,132.42504524343067,117.501049747147,119.6919681846963,91.85436775278873,108.80123891966196,110.5493564176112,98.38259642588096,88.92925211111167,88.31618364809383
2018-04-17,92.23878837037024,136.09878422426684,116.76963104771616,112.22091106738381,92.08230821259427,108.03189122697854,109.28398619133932,99.43064623179177,88.07823005189168,87.22414177543713
2018-04-18,91.81945530888328,134.8610263511123,117.08083563248985,111.99630051229559,91.74442765696827,108.64912574334585,109.9204969623447,100.4855612420956,85.68860190503828,89.35595231008037
2018-04-19,92.0341933572298,135.36559591352088,116.27064276452835,112.15293665637722,90.99640600335745,108.69932386025512,110.72430317413522,101.13326226106739,88.49677447750528,87.39479058973842
2018-04-20,88.92739184757495,133.88163198493467,115.913032541361,115.09799114247905,92.17162900541084,109.77965452247369,110.75674607225365,103.80307367980367,88.72390272811946,84.61769585932505
2018-04-23,88.64707413079205,131.215014336192,115.79761858879468,118.78830245969962,91.15738918431153,110.0228199629619,110.23924250295912,103.92647678000218,88.28054133248014,83.11787110301377
2018-04-24,89.27123872519412,130.04395305977172,115.70225550470133,117.02350861449588,93.55564238499373,109.67496337008275,111.23681763867475,104.75155860144052,87.66362164398691,81.14786761909228
2018-04-25,91.69468549934034,130.0551851977118,115.85933612837007,116.57371323316181,96.13278101035087,112.11886738910401,111.78273817127207,102.91944284220274,85.23775156969384,81.66522942377372
2018-04-26,90.9254968459827,129.26539676674415,113.92115099761439,113.89604241052488,96.51213596017922,112.05601494949448,111.05427816268521,101.91997706809761,83.20658461124924,81.22479667783354
2018-04-27,89.70239140948776,127.94911779003957,112.64752817874644,110.01847982176693,96.53342643487485,113.42099803356358,111.12891657388873,100.45340519723436,85.2974744083379,80.96635111727973
2018-04-30,88.97582705684421,125.23035635640014,110.35748997868484,111.19684123870144,97.95939904521634,113.00685126980092,109.83825635708983,102.14369568519008,84.58229921170448,82.47238203859739
2018-05-01,90.48900600711804,125.15034133683743,112.19527861851364,106.91997508045255,99.49483539050662,113.86189337439782,110.53108140410914,98.97393579088707,84.66292379080983,81.6015935762754
2018-05-02,91.08056528006631,122.30137306899277,108.4462274452392,105.62699737053913,98.42707320985923,114.97623850220624,110.30210024347826,98.53608550662473,81.49806437046311,82.6263072258988
2018-05-03,90.29822614547346,123.85699932441885,110.5700523562008,102.45890785446873,97.74858186326193,115.26255362652347,109.90531779358166,94.94906539641937,79.5356529659537,84.63958234303924
2018-05-04,91.18482248345285,124.10098332116064,113.16606487332375,104.34138478363495,96.01004647919048,112.6028873763537,109.89970871896992,94.01950602879995,80.50066729601329,84.05731110148751
2018-05-07,91.40664794415953,121.36602507884228,112.66376830707965,110.53151029324164,96.59259700488873,112.66705346719972,109.9650491573299,93.49910059593152,81.12078926432818,85.06185329203694
2018-05-08,93.04850929084391,120.85736368776512,108.01534464610012,106.18653699449855,97.52618007297895,114.117044267573,110.8628676024697,95.20519154633321,83.89874543980987,84.76165178022998
2018-05-09,91.96935007067796,119.51421647727155,107.43181636597888,100.2558673264301,95.75499591983677,114.76962372231874,111.46892225973232,95.74289640523729,86.10141655294034,86.02768955470691
2018-05-10,91.5049815004367,120.1969322294231,107.37269742889879,99.95148131663689,95.18901041199835,115.33099307385844,111.3418631650668,94.80335134760047,85.77276659372446,83.94765123713881
2018-05-11,90.93952598676087,122.84350800547013,105.66298966710504,100.09023935783637,93.463732442083,113.3899985222025,112.12105384874782,96.14616268424673,86.58921303129355,81.82246510613838
2018-05-14,88.68566100587182,119.34872918698683,104.82758952230444,100.87197621741173,92.34184865008132,112.61302688088328,112.54489231134653,96.22884410318102,86.11879829744329,81.34202296027206
2018-05-15,89.21406888735338,119.64521695780476,107.54184539445663,99.55270803300816,93.08508564653832,113.12452579757036,112.14905318677336,96.33554580835484,89.57674002831206,80.23311526408094
2018-05-16,89.69013565441728,119.4238138015471,108.7738882832432,99.01392988264077,92.17869472031919,113.63723200250293,112.05253195756603,94.94711476698127,91.59216557550369,79.60458980426982
2018-05-17,89.7626034413046,120.77398205073841,107.19280888045868,100.25619834485164,91.83009993873739,115.08138845756348,111.93288857529764,93.82975002542364,91.93558791220148,79.35150003255843
2018-05-18,89.4561157340632,121.26134059049411,104.47666487202551,103.68860688869907,89.81642525989099,114.95781079495097,112.45963504281671,92.91839566058533,92.33386911594707,80.27829740967618
2018-05-21,87.31312935324003,119.9140570690007,103.97063434907008,97.58334682742142,90.0837206507852,115.47351946878504,112.1229919643346,93.03185111210999,94.9406384959382,79.7863216889366
2018-05-22,86.72991106466841,119.39296871807569,103.65967706874841,96.54210256264284,90.06269650023742,115.53713415663043,111.76430282797554,93.18232969372158,96.03767327365829,78.77930249969843
2018-05-23,86.26908990988412,117.98455484195615,104.55789842656414,97.28126388135331,89.19132564154766,114.43766367115683,113.7489595694127,95.07316639843451,98.96156669538885,78.36577634570313
2018-05-24,85.11795352880517,120.08128484962693,103.69709485291392,94.59321381619662,88.9918200067119,111.90829345279583,114.72299550762442,95.59618635148536,94.99376185177607,77.44339045490851
2018-05-25,84.9370701295676,120.20205963143094,104.62185505687638,99.98351408021185,89.24837974549663,112.43886043115263,113.98325019860603,92.44886925013559,95.87673287617042,76.33341899675597
2018-05-28,85.6059575628868,123.93840878160778,108.04503239260252,98.0899230702285,88.27972038888309,112.67961749981927,114.58599907350325,92.81419815757864,94.99822856927926,74.43907663119079
2018-05-29,88.56542380015539,123.90300771310237,109.55268244201129,98.04993601344242,86.52483624933723,112.02293688503195,114.73306576797806,91.19189816111167,98.25698900183963,74.54090405543361
2018-05-30,88.90232137463543,122.61046130266593,109.5212648210492,99.87134494237291,88.75098841106384,110.25210728083972,115.1574484250257,90.14602793891775,101.22505301245361,73.89643359189768
2018-05-31,89.37119946038247,119.80234149293898,109.24792062097362,98.11614636831203,88.00893903822605,110.99692739321443,115.32456231865716,89.28499415548387,101.34216244936052,75.05002146574505
2018-06-01,89.31798205239312,116.52619443115981,108.66598692517103,92.6550277215604,87.92441975707767,110.74253600372587,116.56872171880397,88.59815898951726,104.38217782057058,73.37867159552125
2018-06-04,86.40766193139694,113.73121932584496,110.84321347453145,91.49412161923969,89.19871732563001,111.40881967237162,116.95251046181228,87.13169809705013,108.01740392810599,72.77475474539405
2018-06-05,86.42924921936584,114.28718320312308,109.76514926589435,94.59379789358788,93.70531640439044,113.56553294364073,116.91641490295248,87.41083962990004,108.22736328195022,74.90289506217692
2018-06-06,86.58321481855165,115.28366466856046,109.90150424862581,93.67895559518709,92.13806179780175,111.18352038285278,118.02416867728975,85.9254260191121,113.46394274728692,73.8228201994518
2018-06-07,90.49285884693896,112.52371173262763,110.04879795664468,91.29593409704174,92.74949918254589,110.44488008723994,118.29549538435322,86.36722735802222,113.45752338557311,73.56840616274022
2018-06-08,90.2510716736603,114.19746987639246,109.20274783098176,94.08089943105745,91.87938714006314,110.25457171032926,118.45059118675493,88.89237763699109,113.05904144943877,72.19283075999165
2018-06-11,90.79749772527714,113.4079265797012,106.82886346464267,93.18897974195768,91.23056053592505,111.92633862418988,118.80746356135352,87.47149498958674,114.98588032955305,70.69521033004031
2018-06-12,90.80705032874783,113.74654726342077,107.44926320542463,91.7854486362368,90.35884351258434,110.13790762310055,118.73778381034566,87.21387161941651,114.28085271971342,72.45882715171965
2018-06-13,89.01820031094628,116.74971259562079,107.39572840089639,92.30091501649405,88.99399896243112,112.35130854908604,118.77581725702686,84.53838932188211,114.52664730365471,72.67409077051623
2018-06-14,90.89598281483184,118.48969198661547,108.33349336747074,94.65353847928586,88.97690612458351,112.54865968977248,118.19107053502746,84.27196395488812,117.68117308941626,72.84711986711474
2018-06-15,92.17566135753881,118.06869923871484,107.4446265513507,102.11841220976541,87.21028982841412,112.48318876418826,117.4387326606982,85.01108252588232,117.78700619257305,70.94616461345694
2018-06-18,93.53784104764765,116.50117240577164,109.66953097581276,104.90774966932752,88.39576001037348,112.30217583786887,116.43685388165382,85.84091453319927,114.13487351698082,71.36758736691604
2018-06-19,92.11552030094677,112.69477659754428,108.16006021186281,108.90824858895614,88.496803488131,111.85258880687469,115.04367622160092,85.9791963612145,114.99150411077508,72.70021250802921
2018-06-20,94.49093188920813,111.50028141063912,111.29157363098665,107.28214053037917,89.05026537070582,113.08407529975217,114.18185086937349,87.00311746168254,113.54908959238563,74.04845581519936
2018-06-21,92.24932841006635,111.20460233771105,108.20534288538828,103.96384978463497,88.51042853297673,111.91589018174058,114.03373875636245,89.89624244676769,115.48296766382033,74.85236925387129
2018-06-22,93.27607548239261,109.56245977143895,109.03319780635177,104.26120642751044,88.0946295174711,112.34952498660118,114.16475896481444,91.91498516174683,117.07508911079051,73.55275142872182
2018-06-25,97.0199973221128,109.40945754023276,109.94057792970308,104.70718527575531,88.48004019026543,111.95850344744467,113.91914441051843,91.369877034399,120.44076837873297,73.93652117250053
2018-06-26,95.4080691339253,109.61533489826192,108.57170310632797,101.30042853623256,87.09721645637207,111.14464141617162,111.60350698958908,89.77159220117098,122.589888679263,74.73833865150985
2018-06-27,94.52761974602386,109.30102529290338,109.38377016512344,100.83265283518502,86.69912599800499,114.12362869261679,113.19114172356095,89.37012676541369,125.2089498611222,72.67563491251471
2018-06-28,94.76187912208509,108.26033546696243,111.75621704614555,102.20007579693642,85.70497182228016,114.65087849651769,114.30823921259554,88.36628743622761,123.7019341011423,71.42304000569432
2018-06-29,93.99148508157722,108.62097668888615,107.82532744303882,103.45912441742972,84.68587928558858,115.40625111006206,114.785913718998,88.92665228321425,125.66310366640113,72.44882764006914
2018-07-02,91.52118927132396,109.45287575777041,108.77130501339178,105.20944031083228,82.27682056708035,116.78235023712043,116.76112124654448,87.66872121487724,130.49572826008276,73.47533183803753
2018-07-03,91.69770206950358,107.66144874861074,104.47130234289317,106.27291103074539,83.85011862451084,115.16568163391953,115.7866758197984,87.6439534105447,128.87744923414942,71.7246624487069
2018-07-04,90.06012508291606,110.15421174770374,102.88348206189912,104.68271392117485,83.08768774130924,117.26296278636697,117.75847139258522,88.63045449022599,133.40765530350853,72.64814702966615
2018-07-05,90.88076288594903,110.05699133898277,105.7186305796722,103.09392975712166,84.47026376328343,114.37891595954505,116.788216018709,88.57430467309088,132.1005653614408,72.77711774968398
2018-07-06,89.48300245428086,110.16341245716421,104.76850856884745,99.36202016538677,85.76335285404478,113.53986833410193,117.06233076688133,87.58014243350922,130.06033555914246,73.69788796137998
2018-07-09,92.02906251602741,111.4736012613717,102.8249145405546,105.20153975586031,84.28042826276281,113.05937780448494,115.78224563660164,88.94253385850479,130.86049590002267,72.98501801666364
2018-07-10,90.83154116021525,111.9587225358384,102.54344489130673,105.34012919024079,83.05025173501555,113.7680905157314,115.82491678115596,86.91689741968216,132.71407319449835,73.75049373484131
2018-07-11,90.38184558178605,113.72808597457724,106.12912119679979,104.69015595854599,86.08294097849158,114.06315313603712,116.24781750005475,86.61366098328372,135.09296356726932,74.75750147777096
2018-07-12,91.7538987573918,114.32003181624695,103.04410862305326,101.76271181789794,88.2308762754779,113.9154662973185,116.11707141419134,86.6231936595661,132.7308340496925,74.36529543144044
2018-07-13,89.84779156164335,113.29856163034226,101.33573280080306,111.72060296812003,88.2258784196353,113.945634243031,116.87834583527707,86.69558465331895,133.89702356420804,74.40638570631425
2018-07-16,90.27373101747006,114.02175470920595,103.90380412175976,108.10330957087366,88.57479539736846,112.8714556764923,117.00840021392895,86.94814556416158,132.24430062190484,73.67041761016287
2018-07-17,92.44554806039766,112.06139705778853,107.16745475437403,106.74819647617359,87.83717268781193,111.22382817619338,116.49837832687507,87.67507508458881,128.64397470099928,75.63241909946913
2018-07-18,89.92571338988769,112.3283419069241,107.03965339254728,108.25215166476437,88.3986585111878,112.08448352999858,115.9451713117272,87.69163222993754,126.47351902689836,75.50989654924766
2018-07-19,90.28379781991974,112.34477895810495,104.94184884010889,110.41666042230098,87.55767736947374,112.91445751202873,116.8052355620238,87.34137608272013,124.75826459911093,74.44168200691983
2018-07-20,90.76369584223379,112.05217788214779,108.6610995036901,113.90057433896888,85.15832143915434,114.77646283837267,116.16148330812963,86.94920355691941,126.06163046110454,73.62728270241705
2018-07-23,92.09004972560538,111.90049110380566,111.59197795099138,120.68128792764057,83.6446314139075,113.91009828314012,117.13103961445832,86.3366877636974,128.90573796273202,73.79455236644917
2018-07-24,90.16727895746902,108.70559993673916,112.89634143518307,122.73019522026969,83.70089940019152,114.75256033361492,118.42922184159185,87.25297523092073,125.43355168448029,74.69562934396059
2018-07-25,88.15471494252442,107.84244808490773,111.45990826879842,118.82115038981689,82.43043810610831,114.46903848815455,116.72698120903826,86.60011019289836,126.33830928092573,73.16060573180498
2018-07-26,89.03388604330327,108.07259320188199,111.42622666680566,117.96869245393103,82.38493099387186,115.89550364958158,117.9272695260144,87.58452454028462,123.62607825523442,75.34125277939268
2018-07-27,89.56573427796427,108.41758564010848,111.18962421802576,119.2244601987253,81.19789316126479,117.14061905454678,120.11843129690153,87.66113199756582,125.171628420861,75.72904912158687
2018-07-30,90.02690371276336,106.748498415688,111.84977750919967,127.36332016433134,80.35280915422415,117.43554035415072,120.4144493304676,87.14264169571668,123.77346942928536,76.30821773389572
2018-07-31,90.64373185514941,108.97061441729836,114.59711874592684,121.986442776638,81.33943640201606,117.07949661218339,121.08125528589196,87.88001823188475,121.40359594170637,76.21229957703328
2018-08-01,89.6272801686487,107.56624868274585,116.31789919436657,126.80879115905243,81.6499239725755,118.26456163322763,122.22288054579562,87.13357775279763,123.31825490091455,76.25621948110502
2018-08-02,90.0597888465512,109.29428245597698,114.34063108405796,127.64334373051491,81.67003049133264,119.08411135921371,121.95542766300309,87.89277463011868,122.02334410577858,76.09910901111877
2018-08-03,90.59151390354059,110.10576512035641,117.0062873708372,131.1736523940396,82.70239528284414,118.31106086385195,122.18082020790565,88.18462422246608,121.36189242804751,77.34981258006975
2018-08-06,89.52142917851143,109.0638973041208,117.66682190879936,130.86972486453462,83.28673833967338,116.78329368389788,120.80175563176824,87.58016584504237,116.43798252634782,77.36125763660061
2018-08-07,92.58291840442271,112.23131856239041,119.05802284943965,127.55671447320881,85.00558621142656,116.4890879128355,120.97844069993042,88.22140743928146,118.60310255495841,78.32280646506433
2018-08-08,93.42694048094047,110.21507844991945,122.01346853058286,130.72608916501622,84.49768037968258,118.3276240876236,121.54009124675618,88.88744906505308,120.52197159042709,77.81071853606775
2018-08-09,91.54993740024679,111.89698551677819,119.87220978274355,133.56786607295322,84.02799864037482,119.7490701310753,122.12378925507797,90.25051008221766,120.5989925979028,78.07212338652757
2018-08-10,92.68276795138264,113.75033570580575,119.86190431143042,137.84356875897365,82.5577905518896,118.45971895664469,123.30614516814622,91.41380239319933,117.23003070664757,77.1109520435341
